date_time,heart_zone_id,total_minutes
2023-04-11T18:53,FAT_BURN,1
2023-04-11T18:54,FAT_BURN,1
2023-04-11T18:55,FAT_BURN,1
2023-04-11T18:59,FAT_BURN,1
2023-04-11T19:11,FAT_BURN,1
2023-04-11T19:12,FAT_BURN,1
2023-04-11T19:13,FAT_BURN,1
2023-04-11T19:14,FAT_BURN,1
2023-04-11T19:15,FAT_BURN,1
2023-04-11T19:16,FAT_BURN,1
2023-04-11T19:17,FAT_BURN,1
2023-04-11T19:18,CARDIO,2
2023-04-11T19:19,FAT_BURN,1
2023-04-11T19:20,CARDIO,2
2023-04-11T19:21,FAT_BURN,1
2023-04-11T19:22,FAT_BURN,1
2023-04-11T19:23,FAT_BURN,1
2023-04-11T19:24,CARDIO,2
2023-04-11T19:26,FAT_BURN,1
2023-04-11T19:27,FAT_BURN,1
2023-04-11T19:28,FAT_BURN,1
2023-04-11T19:29,FAT_BURN,1
2023-04-11T19:30,CARDIO,2
2023-04-11T19:31,CARDIO,2
2023-04-11T19:32,FAT_BURN,1
2023-04-11T19:33,FAT_BURN,1
2023-04-11T19:34,FAT_BURN,1
2023-04-15T17:52,FAT_BURN,1
2023-04-15T17:53,FAT_BURN,1
2023-04-15T17:54,FAT_BURN,1
2023-04-15T17:55,CARDIO,2
2023-04-15T17:56,FAT_BURN,1
2023-04-15T17:57,FAT_BURN,1
2023-04-15T17:58,FAT_BURN,1
2023-04-15T17:59,FAT_BURN,1
2023-04-15T18:00,FAT_BURN,1
2023-04-15T18:01,FAT_BURN,1
2023-04-15T18:02,CARDIO,2
2023-04-15T18:03,CARDIO,2
2023-04-15T18:04,FAT_BURN,1
2023-04-15T18:05,CARDIO,2
2023-04-15T18:06,CARDIO,2
2023-04-15T18:07,CARDIO,2
2023-04-15T18:08,CARDIO,2
2023-04-15T18:09,FAT_BURN,1
2023-04-15T18:10,CARDIO,2
2023-04-15T18:11,FAT_BURN,1
2023-04-15T18:12,FAT_BURN,1
2023-04-15T18:13,FAT_BURN,1
2023-04-15T18:14,FAT_BURN,1
2023-04-15T18:15,FAT_BURN,1
2023-04-15T18:16,FAT_BURN,1
2023-04-15T18:17,FAT_BURN,1
2023-04-15T18:18,FAT_BURN,1
2023-04-15T18:19,FAT_BURN,1
2023-04-15T18:20,FAT_BURN,1
2023-04-15T18:21,FAT_BURN,1
2023-04-15T18:22,FAT_BURN,1
2023-04-15T18:23,FAT_BURN,1
2023-04-15T18:24,CARDIO,2
2023-04-15T18:25,FAT_BURN,1
2023-04-15T18:26,FAT_BURN,1
2023-04-15T18:27,FAT_BURN,1
2023-04-15T18:28,FAT_BURN,1
2023-04-15T18:29,FAT_BURN,1
2023-04-15T18:30,FAT_BURN,1
2023-04-21T17:54,FAT_BURN,1
2023-04-21T17:55,FAT_BURN,1
2023-04-21T17:56,FAT_BURN,1
2023-04-21T17:57,FAT_BURN,1
2023-04-21T17:58,FAT_BURN,1
2023-04-21T17:59,FAT_BURN,1
2023-04-21T18:00,FAT_BURN,1
2023-04-21T18:01,FAT_BURN,1
2023-04-21T18:02,FAT_BURN,1
2023-04-21T18:03,CARDIO,2
2023-04-21T18:04,FAT_BURN,1
2023-04-21T18:05,FAT_BURN,1
2023-04-21T18:06,FAT_BURN,1
2023-04-21T18:07,FAT_BURN,1
2023-04-21T18:08,FAT_BURN,1
2023-04-21T18:09,FAT_BURN,1
2023-04-21T18:10,FAT_BURN,1
2023-04-21T18:11,CARDIO,2
2023-04-21T18:12,FAT_BURN,1
2023-04-21T18:13,FAT_BURN,1
2023-04-21T18:14,FAT_BURN,1
2023-04-21T18:15,FAT_BURN,1
2023-04-21T18:18,FAT_BURN,1
2023-04-21T18:19,FAT_BURN,1
2023-04-21T18:20,FAT_BURN,1
2023-04-21T18:21,FAT_BURN,1
2023-04-21T18:22,FAT_BURN,1
2023-04-21T18:23,FAT_BURN,1
2023-04-21T18:24,FAT_BURN,1
2023-04-21T18:25,FAT_BURN,1
2023-04-21T18:26,FAT_BURN,1
2023-04-21T18:27,FAT_BURN,1
2023-04-21T18:28,FAT_BURN,1
2023-04-21T18:29,FAT_BURN,1
2023-04-21T18:30,FAT_BURN,1
2023-04-21T18:31,CARDIO,2
2023-04-21T18:32,FAT_BURN,1
2023-04-21T18:33,FAT_BURN,1
2023-04-21T18:34,FAT_BURN,1
2023-04-23T17:35,FAT_BURN,1
2023-04-23T17:36,FAT_BURN,1
2023-04-23T17:37,FAT_BURN,1
2023-04-23T17:38,CARDIO,2
2023-04-23T17:39,FAT_BURN,1
2023-04-23T17:40,FAT_BURN,1
2023-04-23T17:41,FAT_BURN,1
2023-04-23T17:42,FAT_BURN,1
2023-04-23T17:43,FAT_BURN,1
2023-04-23T17:44,FAT_BURN,1
2023-04-23T17:45,FAT_BURN,1
2023-04-23T17:46,FAT_BURN,1
2023-04-23T17:47,FAT_BURN,1
2023-04-23T17:48,FAT_BURN,1
2023-04-23T17:49,FAT_BURN,1
2023-04-23T17:50,FAT_BURN,1
2023-04-23T17:51,CARDIO,2
2023-04-23T17:52,CARDIO,2
